0	2	1
0	20	1
0	22	1
0	24	1
0	28	1
0	52	1
0	56	1
0	58	1
0	68	1
0	78	1
0	82	1
0	90	1
0	92	1
1	27	1
1	29	1
1	33	1
1	41	1
1	50	1
1	53	1
1	54	1
1	57	1
1	58	1
1	59	1
1	75	1
1	91	1
1	92	1
2	9	1
2	30	1
2	59	1
2	63	1
2	67	1
2	76	1
2	92	1
3	8	1
3	10	1
3	12	1
3	17	1
3	30	1
3	35	1
3	41	1
3	42	1
3	44	1
3	66	1
3	76	1
3	81	1
3	86	1
3	94	1
4	12	1
4	13	1
4	25	1
4	40	1
4	43	1
4	54	1
4	65	1
4	79	1
4	83	1
5	12	1
5	17	1
5	35	1
5	46	1
5	50	1
5	62	1
5	73	1
5	74	1
6	8	1
6	10	1
6	34	1
6	43	1
6	50	1
6	59	1
6	84	1
7	34	1
7	35	1
7	36	1
7	40	1
7	43	1
7	56	1
7	63	1
7	65	1
7	96	1
7	98	1
7	99	1
8	40	1
8	54	1
8	56	1
8	60	1
8	68	1
8	75	1
8	90	1
8	92	1
8	94	1
9	10	1
9	23	1
9	32	1
9	36	1
9	40	1
9	44	1
9	48	1
9	50	1
9	72	1
9	76	1
10	12	1
10	21	1
10	43	1
10	47	1
10	50	1
10	85	1
10	95	1
10	98	1
11	17	1
11	18	1
11	28	1
11	37	1
11	41	1
11	64	1
11	83	1
11	91	1
11	95	1
12	18	1
12	19	1
12	21	1
12	51	1
12	55	1
12	61	1
12	62	1
12	74	1
12	76	1
12	86	1
12	89	1
12	94	1
13	20	1
13	25	1
13	33	1
13	34	1
13	60	1
13	65	1
13	69	1
13	72	1
13	75	1
13	86	1
13	91	1
13	99	1
14	15	1
14	17	1
14	19	1
14	25	1
14	42	1
14	43	1
14	74	1
14	89	1
14	92	1
14	93	1
15	19	1
15	34	1
15	36	1
15	37	1
15	45	1
15	52	1
15	55	1
15	61	1
15	63	1
15	78	1
15	85	1
15	90	1
15	99	1
16	34	1
16	58	1
16	61	1
16	72	1
16	77	1
16	80	1
16	87	1
16	94	1
17	19	1
17	45	1
17	47	1
17	49	1
17	67	1
17	72	1
17	75	1
18	55	1
18	56	1
18	68	1
18	74	1
18	75	1
18	78	1
18	80	1
18	88	1
18	92	1
18	93	1
19	27	1
19	31	1
19	37	1
19	45	1
19	97	1
20	25	1
20	31	1
20	33	1
20	44	1
20	57	1
20	60	1
20	65	1
20	76	1
20	81	1
20	88	1
20	91	1
21	37	1
21	47	1
21	51	1
21	54	1
21	56	1
21	65	1
21	67	1
21	77	1
21	81	1
21	91	1
21	95	1
22	30	1
22	35	1
22	36	1
22	42	1
22	47	1
22	66	1
22	85	1
22	94	1
23	25	1
23	35	1
23	62	1
23	73	1
23	77	1
23	81	1
23	85	1
23	93	1
23	98	1
24	30	1
24	35	1
24	38	1
24	40	1
24	57	1
24	59	1
24	72	1
24	75	1
24	81	1
24	82	1
24	92	1
24	98	1
25	33	1
25	40	1
25	44	1
25	49	1
25	60	1
25	63	1
25	78	1
25	82	1
25	93	1
25	97	1
25	99	1
26	35	1
26	36	1
26	39	1
26	45	1
26	54	1
26	56	1
26	64	1
26	67	1
26	93	1
26	95	1
27	33	1
27	37	1
27	38	1
27	46	1
27	57	1
27	62	1
27	64	1
27	65	1
27	68	1
27	73	1
27	88	1
28	29	1
28	34	1
28	43	1
28	60	1
28	76	1
29	61	1
29	65	1
29	73	1
29	81	1
29	83	1
29	89	1
30	32	1
30	52	1
30	60	1
30	92	1
30	98	1
31	40	1
31	44	1
31	69	1
31	72	1
31	86	1
32	46	1
32	65	1
32	67	1
32	68	1
32	76	1
32	78	1
32	88	1
32	89	1
32	97	1
32	98	1
33	59	1
33	68	1
33	70	1
33	76	1
33	78	1
33	80	1
33	81	1
34	44	1
34	47	1
34	60	1
34	88	1
34	91	1
35	42	1
35	66	1
35	69	1
35	75	1
35	80	1
35	97	1
35	99	1
36	39	1
36	46	1
36	48	1
36	51	1
36	58	1
36	60	1
36	63	1
36	78	1
37	44	1
37	50	1
37	65	1
37	80	1
37	86	1
38	39	1
38	42	1
38	51	1
38	53	1
38	62	1
38	77	1
38	80	1
38	91	1
38	94	1
39	49	1
39	51	1
39	60	1
39	72	1
39	85	1
39	88	1
40	47	1
40	60	1
40	63	1
40	65	1
40	67	1
40	74	1
40	86	1
41	62	1
41	78	1
41	85	1
41	88	1
41	97	1
41	99	1
42	48	1
42	50	1
42	58	1
42	60	1
42	68	1
42	72	1
42	76	1
43	48	1
43	59	1
43	66	1
43	71	1
43	83	1
43	90	1
43	98	1
44	47	1
44	48	1
44	69	1
44	70	1
44	71	1
44	73	1
44	79	1
44	89	1
44	97	1
45	49	1
45	52	1
45	60	1
45	64	1
45	75	1
45	88	1
46	74	1
46	94	1
46	96	1
47	52	1
47	53	1
47	62	1
47	74	1
47	97	1
48	53	1
48	63	1
48	75	1
48	92	1
49	60	1
49	73	1
49	79	1
49	86	1
49	88	1
50	54	1
50	55	1
50	58	1
50	64	1
50	83	1
50	94	1
51	54	1
51	55	1
51	71	1
51	73	1
52	54	1
52	66	1
52	90	1
53	57	1
53	59	1
53	65	1
53	78	1
53	84	1
53	90	1
54	61	1
54	62	1
54	84	1
54	88	1
54	89	1
54	92	1
54	96	1
55	58	1
55	60	1
55	70	1
55	77	1
55	82	1
55	90	1
55	95	1
56	92	1
57	59	1
57	64	1
57	87	1
57	96	1
58	61	1
58	68	1
58	87	1
58	95	1
58	96	1
59	83	1
59	84	1
59	92	1
59	94	1
59	97	1
60	62	1
60	65	1
60	68	1
60	69	1
60	73	1
60	75	1
60	84	1
60	86	1
60	88	1
60	89	1
60	99	1
61	75	1
61	89	1
62	74	1
62	75	1
62	83	1
62	86	1
62	87	1
62	97	1
63	68	1
63	79	1
64	71	1
64	86	1
64	89	1
64	95	1
65	82	1
65	86	1
66	73	1
66	76	1
66	77	1
66	80	1
66	90	1
66	94	1
66	95	1
66	99	1
67	70	1
67	86	1
68	99	1
69	75	1
69	84	1
69	87	1
69	94	1
70	80	1
70	95	1
71	73	1
71	87	1
71	90	1
71	91	1
71	98	1
71	99	1
72	76	1
72	81	1
72	88	1
72	90	1
72	92	1
72	94	1
73	91	1
73	96	1
74	83	1
75	88	1
75	95	1
75	97	1
76	92	1
76	99	1
77	80	1
77	85	1
77	93	1
78	87	1
79	81	1
79	86	1
79	90	1
79	92	1
80	83	1
80	85	1
80	87	1
80	98	1
81	83	1
81	84	1
81	93	1
81	95	1
81	96	1
82	93	1
83	98	1
84	85	1
84	91	1
85	90	1
85	92	1
85	98	1
87	90	1
87	93	1
88	93	1
88	98	1
89	99	1
91	99	1
92	99	1
93	99	1
95	96	1
96	99	1
